#x_m        ; y_m         ; vx_mps      ; psi_rad     ; kappa_radpm
-56.6910461 ; 53.7463280  ; 8.0000000   ; 6.1385519   ; -0.0085951
-56.4931996 ; 53.7173391  ; 8.0000000   ; 6.1368500   ; -0.0084273
-56.2954021 ; 53.6880167  ; 8.0000000   ; 6.1351817   ; -0.0082595
-56.0976530 ; 53.6583678  ; 8.0000000   ; 6.1335469   ; -0.0080917
-55.8999530 ; 53.6283990  ; 8.0000000   ; 6.1319457   ; -0.0079239
-55.7022995 ; 53.5981168  ; 8.0000000   ; 6.1303779   ; -0.0077566
-55.5046941 ; 53.5675282  ; 8.0000000   ; 6.1288437   ; -0.0075892
-55.3071351 ; 53.5366398  ; 8.0000000   ; 6.1273429   ; -0.0074220
-55.1096220 ; 53.5054582  ; 8.0000000   ; 6.1258755   ; -0.0072550
-54.9121550 ; 53.4739902  ; 8.0000000   ; 6.1244415   ; -0.0070879
-54.7147317 ; 53.4422421  ; 8.0000000   ; 6.1230408   ; -0.0069212
-54.5173533 ; 53.4102210  ; 8.0000000   ; 6.1216736   ; -0.0067544
-54.3200182 ; 53.3779333  ; 8.0000000   ; 6.1203396   ; -0.0065878
-54.1227255 ; 53.3453857  ; 8.0000000   ; 6.1190390   ; -0.0064214
-53.9254756 ; 53.3125849  ; 8.0000000   ; 6.1177716   ; -0.0062549
-53.7282657 ; 53.2795372  ; 8.0000000   ; 6.1165375   ; -0.0060888
-53.5310970 ; 53.2462495  ; 8.0000000   ; 6.1153366   ; -0.0059227
-53.3339676 ; 53.2127284  ; 8.0000000   ; 6.1141689   ; -0.0057568
-53.1368767 ; 53.1789803  ; 8.0000000   ; 6.1130343   ; -0.0055910
-52.9398244 ; 53.1450120  ; 8.0000000   ; 6.1119329   ; -0.0054252
-52.7428081 ; 53.1108298  ; 8.0000000   ; 6.1108646   ; -0.0052598
-52.5458285 ; 53.0764405  ; 8.0000000   ; 6.1098294   ; -0.0050944
-52.3488838 ; 53.0418506  ; 8.0000000   ; 6.1088273   ; -0.0049292
-52.1519732 ; 53.0070665  ; 8.0000000   ; 6.1078581   ; -0.0047642
-51.9550964 ; 52.9720949  ; 8.0000000   ; 6.1069220   ; -0.0045992
-51.7582509 ; 52.9369422  ; 8.0000000   ; 6.1060188   ; -0.0044346
-51.5614374 ; 52.9016150  ; 8.0000000   ; 6.1051485   ; -0.0042700
-51.3646538 ; 52.8661198  ; 8.0000000   ; 6.1043112   ; -0.0041056
-51.1678994 ; 52.8304630  ; 8.0000000   ; 6.1035066   ; -0.0039414
-50.9711737 ; 52.7946512  ; 8.0000000   ; 6.1027349   ; -0.0037772
-50.7744742 ; 52.7586907  ; 8.0000000   ; 6.1019960   ; -0.0036135
-50.5778013 ; 52.7225882  ; 8.0000000   ; 6.1012898   ; -0.0034498
-50.3811533 ; 52.6863500  ; 8.0000000   ; 6.1006163   ; -0.0032863
-50.1845289 ; 52.6499826  ; 8.0000000   ; 6.0999755   ; -0.0031231
-49.9879279 ; 52.6134925  ; 8.0000000   ; 6.0993674   ; -0.0029599
-49.7913476 ; 52.5768859  ; 8.0000000   ; 6.0987918   ; -0.0027971
-49.5947885 ; 52.5401694  ; 8.0000000   ; 6.0982487   ; -0.0026344
-49.3982485 ; 52.5033494  ; 8.0000000   ; 6.0977382   ; -0.0024719
-49.2017267 ; 52.4664322  ; 8.0000000   ; 6.0972602   ; -0.0023096
-49.0052224 ; 52.4294244  ; 8.0000000   ; 6.0968146   ; -0.0021474
-48.8087332 ; 52.3923320  ; 8.0000000   ; 6.0964013   ; -0.0019857
-48.6122594 ; 52.3551617  ; 8.0000000   ; 6.0960205   ; -0.0018240
-48.4157989 ; 52.3179197  ; 8.0000000   ; 6.0956719   ; -0.0016626
-48.2193507 ; 52.2806124  ; 8.0000000   ; 6.0953556   ; -0.0015014
-48.0229143 ; 52.2432463  ; 8.0000000   ; 6.0950714   ; -0.0013402
-47.8264871 ; 52.2058273  ; 8.0000000   ; 6.0948195   ; -0.0011796
-47.6300693 ; 52.1683621  ; 8.0000000   ; 6.0945997   ; -0.0010190
-47.4336589 ; 52.1308568  ; 8.0000000   ; 6.0944120   ; -0.0008586
-47.2372548 ; 52.0933178  ; 8.0000000   ; 6.0942563   ; -0.0006986
-47.0408566 ; 52.0557515  ; 8.0000000   ; 6.0941326   ; -0.0005385
-46.8444615 ; 52.0181639  ; 8.0000000   ; 6.0940409   ; -0.0003790
-46.6480699 ; 51.9805614  ; 8.0000000   ; 6.0939810   ; -0.0002195
-46.4516798 ; 51.9429504  ; 8.0000000   ; 6.0939531   ; -0.0000604
-46.2552900 ; 51.9053369  ; 8.0000000   ; 6.0939569   ; 0.0000986
-46.0589001 ; 51.8677274  ; 8.0000000   ; 6.0939925   ; 0.0002575
-45.8625072 ; 51.8301279  ; 8.0000000   ; 6.0940598   ; 0.0004158
-45.6661120 ; 51.7925448  ; 8.0000000   ; 6.0941588   ; 0.0005742
-45.4697121 ; 51.7549842  ; 8.0000000   ; 6.0942894   ; 0.0007322
-45.2733067 ; 51.7174523  ; 8.0000000   ; 6.0944516   ; 0.0008900
-45.0768953 ; 51.6799556  ; 8.0000000   ; 6.0946453   ; 0.0010478
-44.8804749 ; 51.6424997  ; 8.0000000   ; 6.0948706   ; 0.0012050
-44.6840463 ; 51.6050914  ; 8.0000000   ; 6.0951272   ; 0.0013622
-44.4876073 ; 51.5677365  ; 8.0000000   ; 6.0954153   ; 0.0015191
-44.2911567 ; 51.5304412  ; 8.0000000   ; 6.0957347   ; 0.0016757
-44.0946945 ; 51.4932119  ; 8.0000000   ; 6.0960854   ; 0.0018323
-43.8982174 ; 51.4560544  ; 8.0000000   ; 6.0964674   ; 0.0019884
-43.7017265 ; 51.4189751  ; 8.0000000   ; 6.0968806   ; 0.0021445
-43.5052193 ; 51.3819801  ; 8.0000000   ; 6.0973250   ; 0.0023002
-43.3086950 ; 51.3450754  ; 8.0000000   ; 6.0978005   ; 0.0024558
-43.1121535 ; 51.3082674  ; 8.0000000   ; 6.0983071   ; 0.0026113
-42.9155914 ; 51.2715617  ; 8.0000000   ; 6.0988448   ; 0.0027663
-42.7190100 ; 51.2349650  ; 8.0000000   ; 6.0994134   ; 0.0029212
-42.5224070 ; 51.1984830  ; 8.0000000   ; 6.1000130   ; 0.0030760
-42.3257813 ; 51.1621220  ; 8.0000000   ; 6.1006435   ; 0.0032304
-42.1291333 ; 51.1258881  ; 8.0000000   ; 6.1013049   ; 0.0033849
-41.9324591 ; 51.0897870  ; 8.0000000   ; 6.1019971   ; 0.0035388
-41.7357606 ; 51.0538254  ; 8.0000000   ; 6.1027202   ; 0.0036928
-41.5390352 ; 51.0180089  ; 8.0000000   ; 6.1034739   ; 0.0038465
-41.3422821 ; 50.9823437  ; 8.0000000   ; 6.1042584   ; 0.0039999
-41.1455018 ; 50.9468361  ; 8.0000000   ; 6.1050736   ; 0.0041534
-40.9486901 ; 50.9114916  ; 8.0000000   ; 6.1059194   ; 0.0043064
-40.7518495 ; 50.8763169  ; 8.0000000   ; 6.1067958   ; 0.0044595
-40.5549770 ; 50.8413175  ; 8.0000000   ; 6.1077028   ; 0.0046123
-40.3580722 ; 50.8064998  ; 8.0000000   ; 6.1086403   ; 0.0047649
-40.1611356 ; 50.7718699  ; 8.0000000   ; 6.1096084   ; 0.0049175
-39.9641629 ; 50.7374332  ; 8.0000000   ; 6.1106069   ; 0.0050698
-39.7671570 ; 50.7031966  ; 8.0000000   ; 6.1116359   ; 0.0052220
-39.5701149 ; 50.6691656  ; 8.0000000   ; 6.1126953   ; 0.0053740
-39.3730361 ; 50.6353463  ; 8.0000000   ; 6.1137850   ; 0.0055259
-39.1759215 ; 50.6017450  ; 8.0000000   ; 6.1149052   ; 0.0056778
-38.9787665 ; 50.5683671  ; 8.0000000   ; 6.1160557   ; 0.0058293
-38.7815745 ; 50.5352194  ; 8.0000000   ; 6.1172364   ; 0.0059809
-38.5843424 ; 50.5023074  ; 8.0000000   ; 6.1184475   ; 0.0061324
-38.3870698 ; 50.4696373  ; 8.0000000   ; 6.1196889   ; 0.0062837
-38.1897579 ; 50.4372153  ; 8.0000000   ; 6.1209605   ; 0.0064350
-37.9924020 ; 50.4050468  ; 8.0000000   ; 6.1222623   ; 0.0065861
-37.7950057 ; 50.3731385  ; 8.0000000   ; 6.1235944   ; 0.0067373
-37.5975658 ; 50.3414961  ; 8.0000000   ; 6.1249567   ; 0.0068883
-37.4000824 ; 50.3101257  ; 8.0000000   ; 6.1263492   ; 0.0070392
-37.2025566 ; 50.2790334  ; 8.0000000   ; 6.1277718   ; 0.0071902
-37.0049838 ; 50.2482249  ; 8.0000000   ; 6.1292246   ; 0.0073413
-36.8073679 ; 50.2177066  ; 8.0000000   ; 6.1307077   ; 0.0074924
-36.6097057 ; 50.1874844  ; 8.0000000   ; 6.1322210   ; 0.0076443
-36.4119974 ; 50.1575643  ; 8.0000000   ; 6.1337648   ; 0.0077969
-36.2142441 ; 50.1279527  ; 8.0000000   ; 6.1353391   ; 0.0079496
-36.0164418 ; 50.0986551  ; 8.0000000   ; 6.1369442   ; 0.0081041
-35.8185939 ; 50.0696784  ; 8.0000000   ; 6.1385801   ; 0.0082587
-35.6206977 ; 50.0410283  ; 8.0000000   ; 6.1402471   ; 0.0084143
-35.4227535 ; 50.0127113  ; 8.0000000   ; 6.1419452   ; 0.0085706
-35.2247623 ; 49.9847336  ; 8.0000000   ; 6.1436746   ; 0.0087270
-35.0267205 ; 49.9571013  ; 8.0000000   ; 6.1454354   ; 0.0088850
-34.8286316 ; 49.9298210  ; 8.0000000   ; 6.1472279   ; 0.0090431
-34.6304930 ; 49.9028990  ; 8.0000000   ; 6.1490520   ; 0.0092020
-34.4323052 ; 49.8763415  ; 8.0000000   ; 6.1509080   ; 0.0093617
-34.2340689 ; 49.8501552  ; 8.0000000   ; 6.1527959   ; 0.0095215
-34.0357815 ; 49.8243462  ; 8.0000000   ; 6.1547159   ; 0.0096826
-33.8374458 ; 49.7989213  ; 8.0000000   ; 6.1566681   ; 0.0098438
-33.6390598 ; 49.7738867  ; 8.0000000   ; 6.1586527   ; 0.0100059
-33.4406242 ; 49.7492492  ; 8.0000000   ; 6.1606697   ; 0.0101686
-33.2421398 ; 49.7250152  ; 8.0000000   ; 6.1627193   ; 0.0103315
-33.0436044 ; 49.7011913  ; 8.0000000   ; 6.1648016   ; 0.0104957
-32.8450203 ; 49.6777841  ; 8.0000000   ; 6.1669167   ; 0.0106598
-32.6463864 ; 49.6548003  ; 8.0000000   ; 6.1690647   ; 0.0108247
-32.4477032 ; 49.6322464  ; 8.0000000   ; 6.1712457   ; 0.0109900
-32.2489715 ; 49.6101293  ; 8.0000000   ; 6.1734598   ; 0.0111555
-32.0501900 ; 49.5884554  ; 8.0000000   ; 6.1757071   ; 0.0113219
-31.8513607 ; 49.5672317  ; 8.0000000   ; 6.1779876   ; 0.0114883
-31.6524829 ; 49.5464648  ; 8.0000000   ; 6.1803015   ; 0.0116556
-31.4535572 ; 49.5261614  ; 8.0000000   ; 6.1826490   ; 0.0118237
-31.2545843 ; 49.5063284  ; 8.0000000   ; 6.1850300   ; 0.0119917
-31.0555640 ; 49.4869726  ; 8.0000000   ; 6.1874445   ; 0.0121586
-30.8564975 ; 49.4681007  ; 8.0000000   ; 6.1898925   ; 0.0123255
-30.6573851 ; 49.4497194  ; 8.0000000   ; 6.1923722   ; 0.0124671
-30.4582275 ; 49.4318345  ; 8.0000000   ; 6.1948776   ; 0.0125919
-30.2590256 ; 49.4144511  ; 8.0000000   ; 6.1974079   ; 0.0127082
-30.0597810 ; 49.3975737  ; 8.0000000   ; 6.1999534   ; 0.0127528
-29.8604927 ; 49.3812043  ; 8.0000000   ; 6.2025079   ; 0.0127972
-29.6611648 ; 49.3653446  ; 8.0000000   ; 6.2050616   ; 0.0126826
-29.4617967 ; 49.3499904  ; 8.0000000   ; 6.2075759   ; 0.0124663
-29.2623882 ; 49.3351329  ; 8.0000000   ; 6.2100468   ; 0.0122300
-29.0629490 ; 49.3207627  ; 8.0000000   ; 6.2124530   ; 0.0118366
-28.8634718 ; 49.3068642  ; 8.0000000   ; 6.2147805   ; 0.0114435
-28.6639654 ; 49.2934224  ; 8.0000000   ; 6.2170292   ; 0.0110460
-28.4644298 ; 49.2804213  ; 8.0000000   ; 6.2191979   ; 0.0106458
-28.2648644 ; 49.2678447  ; 8.0000000   ; 6.2212867   ; 0.0102468
-28.0652776 ; 49.2556774  ; 8.0000000   ; 6.2232965   ; 0.0098559
-27.8656643 ; 49.2439033  ; 8.0000000   ; 6.2252282   ; 0.0094650
-27.6660307 ; 49.2325071  ; 8.0000000   ; 6.2270817   ; 0.0090738
-27.4663766 ; 49.2214731  ; 8.0000000   ; 6.2288570   ; 0.0086822
-27.2667017 ; 49.2107856  ; 8.0000000   ; 6.2305539   ; 0.0082909
-27.0670127 ; 49.2004294  ; 8.0000000   ; 6.2321727   ; 0.0079007
-26.8673047 ; 49.1903885  ; 8.0000000   ; 6.2337136   ; 0.0075105
-26.6675834 ; 49.1806476  ; 8.0000000   ; 6.2351764   ; 0.0071206
-26.4678482 ; 49.1711910  ; 8.0000000   ; 6.2365612   ; 0.0067309
-26.2680989 ; 49.1620033  ; 8.0000000   ; 6.2378682   ; 0.0063413
-26.0683410 ; 49.1530689  ; 8.0000000   ; 6.2390973   ; 0.0059524
-25.8685701 ; 49.1443723  ; 8.0000000   ; 6.2402487   ; 0.0055635
-25.6687911 ; 49.1358979  ; 8.0000000   ; 6.2413223   ; 0.0051752
-25.4690032 ; 49.1276302  ; 8.0000000   ; 6.2423183   ; 0.0047873
-25.2692058 ; 49.1195538  ; 8.0000000   ; 6.2432368   ; 0.0043995
-25.0694042 ; 49.1116532  ; 8.0000000   ; 6.2440779   ; 0.0040125
-24.8695940 ; 49.1039129  ; 8.0000000   ; 6.2448415   ; 0.0036256
-24.6697796 ; 49.0963174  ; 8.0000000   ; 6.2455278   ; 0.0032392
-24.4699601 ; 49.0888514  ; 8.0000000   ; 6.2461369   ; 0.0028532
-24.2701349 ; 49.0814993  ; 8.0000000   ; 6.2466689   ; 0.0024673
-24.0703087 ; 49.0742459  ; 8.0000000   ; 6.2471237   ; 0.0020823
-23.8704773 ; 49.0670757  ; 8.0000000   ; 6.2475016   ; 0.0016973
-23.6706447 ; 49.0599733  ; 8.0000000   ; 6.2478025   ; 0.0013129
-23.4708100 ; 49.0529233  ; 8.0000000   ; 6.2480267   ; 0.0009290
-23.2709728 ; 49.0459105  ; 8.0000000   ; 6.2481741   ; 0.0005453
-23.0711370 ; 49.0389195  ; 8.0000000   ; 6.2482449   ; 0.0001627
-22.8712991 ; 49.0319349  ; 8.0000000   ; 6.2482391   ; -0.0002198
-22.6714626 ; 49.0249416  ; 8.0000000   ; 6.2481570   ; -0.0006016
-22.4716268 ; 49.0179243  ; 8.0000000   ; 6.2479986   ; -0.0009828
-22.2717913 ; 49.0108676  ; 8.0000000   ; 6.2477639   ; -0.0013637
-22.0719596 ; 49.0037565  ; 8.0000000   ; 6.2474534   ; -0.0017425
-21.8721287 ; 48.9965758  ; 8.0000000   ; 6.2470671   ; -0.0021213
-21.6723019 ; 48.9893103  ; 8.0000000   ; 6.2466050   ; -0.0025004
-21.4724785 ; 48.9819449  ; 8.0000000   ; 6.2460671   ; -0.0028796
-21.2726586 ; 48.9744644  ; 8.0000000   ; 6.2454534   ; -0.0032569
-21.0728452 ; 48.9668539  ; 8.0000000   ; 6.2447655   ; -0.0036234
-20.8730359 ; 48.9590985  ; 8.0000000   ; 6.2440043   ; -0.0039899
-20.6732336 ; 48.9511838  ; 8.0000000   ; 6.2431687   ; -0.0043749
-20.4734382 ; 48.9430942  ; 8.0000000   ; 6.2422544   ; -0.0047699
-20.2736497 ; 48.9348140  ; 8.0000000   ; 6.2412599   ; -0.0052402
-20.0738705 ; 48.9263225  ; 7.9240363   ; 6.2401235   ; -0.0061261
-19.8741024 ; 48.9175864  ; 7.7931243   ; 6.2388100   ; -0.0070121
-19.6743491 ; 48.9085648  ; 7.6634002   ; 6.2371969   ; -0.0097656
-19.4746131 ; 48.8991525  ; 7.5361212   ; 6.2348708   ; -0.0135000
-19.2749010 ; 48.8892008  ; 7.4119627   ; 6.2317884   ; -0.0178495
-19.0752364 ; 48.8785212  ; 7.2955664   ; 6.2274539   ; -0.0255065
-18.8756147 ; 48.8668227  ; 7.1867123   ; 6.2215883   ; -0.0331588
-18.6760814 ; 48.8538029  ; 7.0843684   ; 6.2142324   ; -0.0402145
-18.4766573 ; 48.8391792  ; 6.9879681   ; 6.2055156   ; -0.0469720
-18.2773717 ; 48.8226824  ; 6.8973076   ; 6.1954475   ; -0.0536655
-18.0782710 ; 48.8040493  ; 6.8118010   ; 6.1840830   ; -0.0600005
-17.8794273 ; 48.7830308  ; 6.7314256   ; 6.1714499   ; -0.0663660
-17.6808493 ; 48.7593716  ; 6.6561630   ; 6.1575400   ; -0.0727444
-17.4826529 ; 48.7328283  ; 6.5860651   ; 6.1423524   ; -0.0791653
-17.2849354 ; 48.7031561  ; 6.5212241   ; 6.1258786   ; -0.0856347
-17.0876748 ; 48.6700888  ; 6.4618045   ; 6.1080972   ; -0.0921795
-16.8911504 ; 48.6334084  ; 6.4080063   ; 6.0890082   ; -0.0987966
-16.6953155 ; 48.5928376  ; 6.3600979   ; 6.0685806   ; -0.1055044
-16.5004062 ; 48.5481497  ; 6.3184221   ; 6.0468029   ; -0.1123211
-16.3066161 ; 48.4991129  ; 6.2833510   ; 6.0236614   ; -0.1192262
-16.1139202 ; 48.4454334  ; 6.2532125   ; 5.9991068   ; -0.1262965
-15.9227738 ; 48.3869451  ; 6.2232185   ; 5.9731433   ; -0.1334853
-15.7331649 ; 48.3233452  ; 6.1933684   ; 5.9457149   ; -0.1408467
-15.5454531 ; 48.2544413  ; 6.1636615   ; 5.9167985   ; -0.1483897
-15.3599348 ; 48.1800260  ; 6.1340970   ; 5.8863723   ; -0.1560799
-15.1767179 ; 48.0998081  ; 6.1046744   ; 5.8543554   ; -0.1640927
-14.9963318 ; 48.0136702  ; 6.0753929   ; 5.8207390   ; -0.1722460
-14.8189650 ; 47.9213433  ; 6.0462518   ; 5.7854574   ; -0.1807157
-14.6450622 ; 47.8226751  ; 6.0172505   ; 5.7484489   ; -0.1894827
-14.4750506 ; 47.7175084  ; 5.9883884   ; 5.7096775   ; -0.1984653
-14.3093249 ; 47.6056645  ; 5.9596646   ; 5.6690506   ; -0.2079512
-14.1483817 ; 47.4870199  ; 5.9310787   ; 5.6265027   ; -0.2176225
-13.9928154 ; 47.3615370  ; 5.9026298   ; 5.5819966   ; -0.2278472
-13.8430765 ; 47.2290570  ; 5.8743174   ; 5.5353799   ; -0.2384636
-13.6998175 ; 47.0895855  ; 5.8461409   ; 5.4866259   ; -0.2493019
-13.5637940 ; 46.9432671  ; 5.8180994   ; 5.4356731   ; -0.2607745
-13.4353710 ; 46.7898050  ; 5.7901925   ; 5.3823262   ; -0.2723222
-13.3157367 ; 46.6299068  ; 5.7624194   ; 5.3267161   ; -0.2848572
-13.2052588 ; 46.4632512  ; 5.7347796   ; 5.2684064   ; -0.2984055
-13.1048514 ; 46.2901874  ; 5.7072723   ; 5.2074753   ; -0.3066021
-13.0153459 ; 46.1116016  ; 5.6798969   ; 5.1466270   ; -0.3028513
-12.9366628 ; 45.9275542  ; 5.6526529   ; 5.0862074   ; -0.3011005
-12.8692659 ; 45.7393942  ; 5.6255395   ; 5.0268694   ; -0.2905110
-12.8128849 ; 45.5475589  ; 5.5985562   ; 4.9700282   ; -0.2781829
-12.7672434 ; 45.3527954  ; 5.5717024   ; 4.9154954   ; -0.2671012
-12.7320938 ; 45.1560206  ; 5.5449773   ; 4.8631613   ; -0.2566020
-12.7070726 ; 44.9575987  ; 5.5183804   ; 4.8128142   ; -0.2470001
-12.6918848 ; 44.7582207  ; 5.4919111   ; 4.7643236   ; -0.2379776
-12.6862007 ; 44.5583544  ; 5.4655688   ; 4.7176032   ; -0.2294130
-12.6896910 ; 44.3584273  ; 5.4393528   ; 4.6725264   ; -0.2214921
-12.7020319 ; 44.1588365  ; 5.4132625   ; 4.6290011   ; -0.2138509
-12.7228907 ; 43.9600010  ; 5.3872974   ; 4.5869713   ; -0.2066537
-12.7519551 ; 43.7621456  ; 5.3614569   ; 4.5463266   ; -0.1998323
-12.7888977 ; 43.5656312  ; 5.3357402   ; 4.5070290   ; -0.1932570
-12.8333934 ; 43.3707435  ; 5.3098991   ; 4.4690222   ; -0.1870202
-12.8851739 ; 43.1775479  ; 5.2869073   ; 4.4322266   ; -0.1809185
-12.9438783 ; 42.9864526  ; 5.2726778   ; 4.3966493   ; -0.1750406
-13.0092556 ; 42.7974676  ; 5.2660605   ; 4.3622128   ; -0.1693663
-13.0809928 ; 42.6108118  ; 5.2660672   ; 4.3289016   ; -0.1638126
-13.1587707 ; 42.4266851  ; 5.2719180   ; 4.2966971   ; -0.1584373
-13.2424042 ; 42.2449790  ; 5.2828701   ; 4.2655391   ; -0.1530982
-13.3315087 ; 42.0660237  ; 5.2984217   ; 4.2354565   ; -0.1478727
-13.4258896 ; 41.8897349  ; 5.3180561   ; 4.2063985   ; -0.1427539
-13.5252674 ; 41.7162061  ; 5.3413291   ; 4.1783595   ; -0.1376801
-13.6293371 ; 41.5455550  ; 5.3679186   ; 4.1513390   ; -0.1326931
-13.7379731 ; 41.3776081  ; 5.3975016   ; 4.1252932   ; -0.1277367
-13.8508085 ; 41.2125710  ; 5.4298574   ; 4.1002468   ; -0.1228277
-13.9676822 ; 41.0503290  ; 5.4647789   ; 4.0761507   ; -0.1183494
-14.0883702 ; 40.8908885  ; 5.5016728   ; 4.0529016   ; -0.1141785
-14.2126265 ; 40.7342948  ; 5.5401309   ; 4.0304899   ; -0.1101835
-14.3403716 ; 40.5804155  ; 5.5799240   ; 4.0086094   ; -0.1086267
-14.4713915 ; 40.4293905  ; 5.6183366   ; 3.9870441   ; -0.1070945
-14.6056255 ; 40.2811943  ; 5.6554998   ; 3.9657760   ; -0.1056776
-14.7429680 ; 40.1358602  ; 5.6914279   ; 3.9447761   ; -0.1043624
-14.8832904 ; 39.9934469  ; 5.7261425   ; 3.9240390   ; -0.1030678
-15.0265507 ; 39.8539206  ; 5.7597507   ; 3.9035892   ; -0.1014550
-15.1725892 ; 39.7173506  ; 5.7927353   ; 3.8834615   ; -0.0998786
-15.3213336 ; 39.5837175  ; 5.8251399   ; 3.8636451   ; -0.0983211
-15.4726800 ; 39.4530314  ; 5.8570219   ; 3.8441393   ; -0.0967774
-15.6265080 ; 39.3253140  ; 5.8884393   ; 3.8249411   ; -0.0952682
-15.7827700 ; 39.2005269  ; 5.9194194   ; 3.8060375   ; -0.0937938
-15.9413249 ; 39.0787078  ; 5.9499857   ; 3.7874283   ; -0.0923484
-16.1021088 ; 38.9598323  ; 5.9801648   ; 3.7691043   ; -0.0909310
-16.2650306 ; 38.8438975  ; 6.0099812   ; 3.7510614   ; -0.0895354
-16.4299854 ; 38.7309094  ; 6.0394635   ; 3.7332966   ; -0.0881675
-16.5969318 ; 38.6208301  ; 6.0686300   ; 3.7158000   ; -0.0868243
-16.7657466 ; 38.5136770  ; 6.0975000   ; 3.6985716   ; -0.0855043
-16.9363746 ; 38.4094220  ; 6.1260923   ; 3.6816039   ; -0.0842110
-17.1087366 ; 38.3080535  ; 6.1544190   ; 3.6648924   ; -0.0829390
-17.2827416 ; 38.2095654  ; 6.1824968   ; 3.6484344   ; -0.0816892
-17.4583542 ; 38.1139205  ; 6.2103393   ; 3.6322224   ; -0.0804562
-17.6354672 ; 38.0211214  ; 6.2379648   ; 3.6162566   ; -0.0792418
-17.8140339 ; 37.9311375  ; 6.2653877   ; 3.6005310   ; -0.0780499
-17.9939853 ; 37.8439503  ; 6.2926155   ; 3.5850416   ; -0.0768762
-18.1752432 ; 37.7595454  ; 6.3196599   ; 3.5697862   ; -0.0757197
-18.3577774 ; 37.6778858  ; 6.3465324   ; 3.5547599   ; -0.0745685
-18.5414954 ; 37.5989628  ; 6.3732582   ; 3.5399635   ; -0.0734321
-18.7263574 ; 37.5227438  ; 6.3998485   ; 3.5253922   ; -0.0723134
-18.9123037 ; 37.4492051  ; 6.4263095   ; 3.5110429   ; -0.0712088
-19.0992677 ; 37.3783255  ; 6.4526509   ; 3.4969140   ; -0.0701183
-19.2872235 ; 37.3100682  ; 6.4788815   ; 3.4830006   ; -0.0690398
-19.4760920 ; 37.2444163  ; 6.5050118   ; 3.4693026   ; -0.0679730
-19.6658398 ; 37.1813359  ; 6.5310514   ; 3.4558164   ; -0.0669180
-19.8564159 ; 37.1207997  ; 6.5570092   ; 3.4425401   ; -0.0658725
-20.0477640 ; 37.0627816  ; 6.5828958   ; 3.4294723   ; -0.0648380
-20.2398618 ; 37.0072453  ; 6.6087191   ; 3.4166097   ; -0.0638118
-20.4326429 ; 36.9541672  ; 6.6344898   ; 3.4039520   ; -0.0627948
-20.6260791 ; 36.9035129  ; 6.6602166   ; 3.3914965   ; -0.0617859
-20.8201271 ; 36.8552521  ; 6.6859086   ; 3.3792421   ; -0.0607837
-21.0147406 ; 36.8093549  ; 6.7115762   ; 3.3671876   ; -0.0597899
-21.2098994 ; 36.7657853  ; 6.7372268   ; 3.3553308   ; -0.0588011
-21.4055494 ; 36.7245150  ; 6.7628718   ; 3.3436714   ; -0.0578193
-21.6016666 ; 36.6855087  ; 6.7885187   ; 3.3322075   ; -0.0568433
-21.7982149 ; 36.6487340  ; 6.8141766   ; 3.3209383   ; -0.0558720
-21.9951570 ; 36.6141583  ; 6.8398551   ; 3.3098629   ; -0.0549071
-22.1924741 ; 36.5817456  ; 6.8655611   ; 3.2989798   ; -0.0539453
-22.3901243 ; 36.5514640  ; 6.8913055   ; 3.2882888   ; -0.0529888
-22.5880862 ; 36.5232781  ; 6.9170953   ; 3.2777884   ; -0.0520367
-22.7863310 ; 36.4971534  ; 6.9429387   ; 3.2674781   ; -0.0510880
-22.9848296 ; 36.4730556  ; 6.9688446   ; 3.2573571   ; -0.0501442
-23.1835637 ; 36.4509489  ; 6.9948192   ; 3.2474244   ; -0.0492035
-23.3825033 ; 36.4307987  ; 7.0208711   ; 3.2376794   ; -0.0482668
-23.5816287 ; 36.4125694  ; 7.0470072   ; 3.2281213   ; -0.0473347
-23.7809181 ; 36.3962256  ; 7.0732330   ; 3.2187492   ; -0.0464061
-23.9803500 ; 36.3817319  ; 7.0995554   ; 3.2095625   ; -0.0454815
-24.1799057 ; 36.3690524  ; 7.1259803   ; 3.2005600   ; -0.0445623
-24.3795670 ; 36.3581515  ; 7.1525111   ; 3.1917410   ; -0.0436461
-24.5793148 ; 36.3489936  ; 7.1791549   ; 3.1831047   ; -0.0427372
-24.7791342 ; 36.3415431  ; 7.2059118   ; 3.1746494   ; -0.0418332
-24.9790103 ; 36.3357642  ; 7.2327857   ; 3.1663746   ; -0.0409331
-25.1789237 ; 36.3316215  ; 7.2597817   ; 3.1582787   ; -0.0400431
-25.3788676 ; 36.3290797  ; 7.2868956   ; 3.1503605   ; -0.0391551
-25.5788223 ; 36.3281034  ; 7.3141351   ; 3.1426193   ; -0.0382758
-25.7787795 ; 36.3286574  ; 7.3414979   ; 3.1350531   ; -0.0374018
-25.9787304 ; 36.3307070  ; 7.3689866   ; 3.1276614   ; -0.0365312
-26.1786543 ; 36.3342170  ; 7.3966067   ; 3.1204429   ; -0.0356704
-26.3785547 ; 36.3391530  ; 7.4243539   ; 3.1133961   ; -0.0348111
-26.5784113 ; 36.3454803  ; 7.4522362   ; 3.1065208   ; -0.0339591
-26.7782215 ; 36.3531645  ; 7.4802529   ; 3.0998152   ; -0.0331113
