#x_m        ; y_m         ; vx_mps      ; psi_rad     ; kappa_radpm
-50.0488496 ; 15.1096889  ; 8.0000000   ; 2.0381230   ; -0.0007617
-50.1389177 ; 15.2882123  ; 8.0000000   ; 2.0379833   ; -0.0006358
-50.2289652 ; 15.4667512  ; 8.0000000   ; 2.0378688   ; -0.0005100
-50.3189923 ; 15.6452951  ; 8.0000000   ; 2.0377794   ; -0.0003842
-50.4090074 ; 15.8238491  ; 8.0000000   ; 2.0377151   ; -0.0002586
-50.4990126 ; 16.0024066  ; 8.0000000   ; 2.0376759   ; -0.0001332
-50.5890121 ; 16.1809647  ; 8.0000000   ; 2.0376618   ; -0.0000081
-50.6790134 ; 16.3595269  ; 8.0000000   ; 2.0376726   ; 0.0001158
-50.7690167 ; 16.5380828  ; 8.0000000   ; 2.0377081   ; 0.0002397
-50.8590301 ; 16.7166377  ; 8.0000000   ; 2.0377682   ; 0.0003598
-50.9490558 ; 16.8951848  ; 8.0000000   ; 2.0378520   ; 0.0004785
-51.0390975 ; 17.0737213  ; 8.0000000   ; 2.0379598   ; 0.0006072
-51.1291629 ; 17.2522504  ; 8.0000000   ; 2.0380976   ; 0.0007711
-51.2192542 ; 17.4307624  ; 8.0000000   ; 2.0382682   ; 0.0009351
-51.3093801 ; 17.6092600  ; 8.0000000   ; 2.0384715   ; 0.0010980
-51.3995447 ; 17.7877370  ; 8.0000000   ; 2.0387073   ; 0.0012605
-51.4897537 ; 17.9661900  ; 8.0000000   ; 2.0389755   ; 0.0014204
-51.5800148 ; 18.1446203  ; 8.0000000   ; 2.0392746   ; 0.0015709
-51.6703304 ; 18.3230190  ; 8.0000000   ; 2.0396038   ; 0.0017215
-51.7607086 ; 18.5013892  ; 8.0000000   ; 2.0399631   ; 0.0018719
-51.8511531 ; 18.6797245  ; 8.0000000   ; 2.0403524   ; 0.0020223
-51.9416690 ; 18.8580219  ; 8.0000000   ; 2.0407718   ; 0.0021725
-52.0322638 ; 19.0362828  ; 8.0000000   ; 2.0412212   ; 0.0023227
-52.1229398 ; 19.2144986  ; 8.0000000   ; 2.0417007   ; 0.0024728
-52.2137053 ; 19.3926720  ; 8.0000000   ; 2.0422101   ; 0.0026228
-52.3045636 ; 19.5707968  ; 8.0000000   ; 2.0427496   ; 0.0027727
-52.3955201 ; 19.7488699  ; 8.0000000   ; 2.0433190   ; 0.0029225
-52.4865819 ; 19.9268926  ; 8.0000000   ; 2.0439183   ; 0.0030722
-52.5777517 ; 20.1048564  ; 8.0000000   ; 2.0445476   ; 0.0032219
-52.6690373 ; 20.2827637  ; 8.0000000   ; 2.0452068   ; 0.0033715
-52.7604423 ; 20.4606086  ; 8.0000000   ; 2.0458959   ; 0.0035210
-52.8519719 ; 20.6383880  ; 8.0000000   ; 2.0466149   ; 0.0036704
-52.9436333 ; 20.8161025  ; 8.0000000   ; 2.0473638   ; 0.0038197
-53.0354290 ; 20.9937444  ; 8.0000000   ; 2.0481425   ; 0.0039690
-53.1273667 ; 21.1713155  ; 8.0000000   ; 2.0489511   ; 0.0041182
-53.2194502 ; 21.3488100  ; 8.0000000   ; 2.0497894   ; 0.0042673
-53.3116847 ; 21.5262249  ; 8.0000000   ; 2.0506576   ; 0.0044163
-53.4040768 ; 21.7035603  ; 8.0000000   ; 2.0515556   ; 0.0045652
-53.4966297 ; 21.8808091  ; 8.0000000   ; 2.0524833   ; 0.0047141
-53.5893505 ; 22.0579725  ; 8.0000000   ; 2.0534408   ; 0.0048628
-53.6822432 ; 22.2350448  ; 8.0000000   ; 2.0544281   ; 0.0050115
-53.7753128 ; 22.4120232  ; 8.0000000   ; 2.0554450   ; 0.0051601
-53.8685659 ; 22.5889072  ; 8.0000000   ; 2.0564917   ; 0.0053086
-53.9620057 ; 22.7656901  ; 8.0000000   ; 2.0575680   ; 0.0054571
-54.0556393 ; 22.9423727  ; 8.0000000   ; 2.0586741   ; 0.0056055
-54.1494704 ; 23.1189495  ; 8.0000000   ; 2.0598098   ; 0.0057538
-54.2435043 ; 23.2954176  ; 8.0000000   ; 2.0609751   ; 0.0059021
-54.3377472 ; 23.4717760  ; 8.0000000   ; 2.0621701   ; 0.0060502
-54.4322025 ; 23.6480186  ; 8.0000000   ; 2.0633947   ; 0.0061983
-54.5268769 ; 23.8241455  ; 8.0000000   ; 2.0646489   ; 0.0063463
-54.6217744 ; 24.0001515  ; 8.0000000   ; 2.0659327   ; 0.0064942
-54.7169001 ; 24.1760336  ; 8.0000000   ; 2.0672460   ; 0.0066421
-54.8122600 ; 24.3517904  ; 8.0000000   ; 2.0685890   ; 0.0067899
-54.9078577 ; 24.5274162  ; 8.0000000   ; 2.0699614   ; 0.0069376
-55.0036995 ; 24.7029104  ; 8.0000000   ; 2.0713634   ; 0.0070853
-55.0997896 ; 24.8782681  ; 8.0000000   ; 2.0727950   ; 0.0072328
-55.1961330 ; 25.0534863  ; 8.0000000   ; 2.0742560   ; 0.0073804
-55.2927354 ; 25.2285630  ; 8.0000000   ; 2.0757465   ; 0.0075278
-55.3896007 ; 25.4034931  ; 8.0000000   ; 2.0772665   ; 0.0076752
-55.4867348 ; 25.5782751  ; 8.0000000   ; 2.0788160   ; 0.0078225
-55.5841419 ; 25.7529047  ; 8.0000000   ; 2.0803949   ; 0.0079698
-55.6818271 ; 25.9273786  ; 8.0000000   ; 2.0820032   ; 0.0081170
-55.7797957 ; 26.1016942  ; 8.0000000   ; 2.0836410   ; 0.0082641
-55.8780518 ; 26.2758471  ; 8.0000000   ; 2.0853082   ; 0.0084113
-55.9766010 ; 26.4498350  ; 8.0000000   ; 2.0870048   ; 0.0085582
-56.0754477 ; 26.6236538  ; 8.0000000   ; 2.0887308   ; 0.0087052
-56.1745967 ; 26.7973002  ; 8.0000000   ; 2.0904862   ; 0.0088522
-56.2740531 ; 26.9707710  ; 8.0000000   ; 2.0922709   ; 0.0089990
-56.3738213 ; 27.1440624  ; 8.0000000   ; 2.0940851   ; 0.0091458
-56.4739064 ; 27.3171712  ; 8.0000000   ; 2.0959285   ; 0.0092926
-56.5743129 ; 27.4900936  ; 8.0000000   ; 2.0978013   ; 0.0094393
-56.6750456 ; 27.6628262  ; 8.0000000   ; 2.0997035   ; 0.0095860
-56.7761093 ; 27.8353654  ; 8.0000000   ; 2.1016349   ; 0.0097326
-56.8775085 ; 28.0077077  ; 8.0000000   ; 2.1035957   ; 0.0098792
-56.9792480 ; 28.1798492  ; 8.0000000   ; 2.1055858   ; 0.0100258
-57.0813324 ; 28.3517864  ; 8.0000000   ; 2.1076052   ; 0.0101723
-57.1837663 ; 28.5235157  ; 8.0000000   ; 2.1096539   ; 0.0103188
-57.2865542 ; 28.6950332  ; 8.0000000   ; 2.1117319   ; 0.0104652
-57.3897011 ; 28.8663354  ; 8.0000000   ; 2.1138391   ; 0.0106117
-57.4932109 ; 29.0374180  ; 8.0000000   ; 2.1159757   ; 0.0107581
-57.5970887 ; 29.2082778  ; 8.0000000   ; 2.1181415   ; 0.0109045
-57.7013388 ; 29.3789108  ; 8.0000000   ; 2.1203366   ; 0.0110509
-57.8059655 ; 29.5493126  ; 8.0000000   ; 2.1225609   ; 0.0111972
-57.9109739 ; 29.7194803  ; 8.0000000   ; 2.1248146   ; 0.0113436
-58.0163675 ; 29.8894088  ; 8.0000000   ; 2.1270974   ; 0.0114900
-58.1221515 ; 30.0590950  ; 8.0000000   ; 2.1294096   ; 0.0116363
-58.2283301 ; 30.2285347  ; 8.0000000   ; 2.1317510   ; 0.0117827
-58.3349073 ; 30.3977233  ; 8.0000000   ; 2.1341217   ; 0.0119291
-58.4418883 ; 30.5666580  ; 8.0000000   ; 2.1365217   ; 0.0120755
-58.5492763 ; 30.7353330  ; 8.0000000   ; 2.1389510   ; 0.0122219
-58.6570766 ; 30.9037455  ; 8.0000000   ; 2.1414095   ; 0.0123684
-58.7652931 ; 31.0718911  ; 8.0000000   ; 2.1438973   ; 0.0125149
-58.8739296 ; 31.2397647  ; 8.0000000   ; 2.1464144   ; 0.0126615
-58.9829915 ; 31.4073637  ; 8.0000000   ; 2.1489609   ; 0.0128081
-59.0924815 ; 31.5746817  ; 8.0000000   ; 2.1515366   ; 0.0129547
-59.2024050 ; 31.7417162  ; 8.0000000   ; 2.1541417   ; 0.0131015
-59.3127658 ; 31.9084623  ; 8.0000000   ; 2.1567761   ; 0.0132483
-59.4235674 ; 32.0749147  ; 8.0000000   ; 2.1594399   ; 0.0133951
-59.5348153 ; 32.2410709  ; 8.0000000   ; 2.1621331   ; 0.0135421
-59.6465118 ; 32.4069239  ; 8.0000000   ; 2.1648557   ; 0.0136892
-59.7586624 ; 32.5724713  ; 8.0000000   ; 2.1676077   ; 0.0138364
-59.8712707 ; 32.7377080  ; 8.0000000   ; 2.1703891   ; 0.0139837
-59.9843400 ; 32.9026283  ; 8.0000000   ; 2.1732000   ; 0.0141311
-60.0978758 ; 33.0672298  ; 8.0000000   ; 2.1760404   ; 0.0142786
-60.2118800 ; 33.2315049  ; 8.0000000   ; 2.1789103   ; 0.0144264
-60.3263583 ; 33.3954514  ; 8.0000000   ; 2.1818098   ; 0.0145744
-60.4413139 ; 33.5590637  ; 8.0000000   ; 2.1847389   ; 0.0147229
-60.5567501 ; 33.7223360  ; 8.0000000   ; 2.1876978   ; 0.0148723
-60.6726724 ; 33.8852657  ; 8.0000000   ; 2.1906866   ; 0.0150218
-60.7890824 ; 34.0478448  ; 8.0000000   ; 2.1937054   ; 0.0151728
-60.9059857 ; 34.2100710  ; 8.0000000   ; 2.1967545   ; 0.0153242
-61.0233857 ; 34.3719382  ; 8.0000000   ; 2.1998339   ; 0.0154762
-61.1412855 ; 34.5334406  ; 8.0000000   ; 2.2029438   ; 0.0156294
-61.2596904 ; 34.6945752  ; 8.0000000   ; 2.2060843   ; 0.0157826
-61.3786021 ; 34.8553336  ; 8.0000000   ; 2.2092557   ; 0.0159373
-61.4980262 ; 35.0157132  ; 8.0000000   ; 2.2124580   ; 0.0160923
-61.6179658 ; 35.1757077  ; 8.0000000   ; 2.2156913   ; 0.0162479
-61.7384240 ; 35.3353110  ; 8.0000000   ; 2.2189559   ; 0.0164046
-61.8594061 ; 35.4945196  ; 8.0000000   ; 2.2222518   ; 0.0165614
-61.9809135 ; 35.6533252  ; 8.0000000   ; 2.2255792   ; 0.0167194
-62.1029520 ; 35.8117245  ; 8.0000000   ; 2.2289382   ; 0.0168778
-62.2255243 ; 35.9697111  ; 8.0000000   ; 2.2323289   ; 0.0170369
-62.3486336 ; 36.1272787  ; 8.0000000   ; 2.2357516   ; 0.0171970
-62.4722849 ; 36.2844230  ; 8.0000000   ; 2.2392064   ; 0.0173574
-62.5964799 ; 36.4411359  ; 8.0000000   ; 2.2426932   ; 0.0175180
-62.7212236 ; 36.5974136  ; 8.0000000   ; 2.2462121   ; 0.0176788
-62.8465190 ; 36.7532494  ; 8.0000000   ; 2.2497636   ; 0.0178493
-62.9723695 ; 36.9086365  ; 8.0000000   ; 2.2533513   ; 0.0180345
-63.0987802 ; 37.0635695  ; 8.0000000   ; 2.2569760   ; 0.0182202
-63.2257535 ; 37.2180400  ; 8.0000000   ; 2.2606358   ; 0.0183834
-63.3532943 ; 37.3720433  ; 8.0000000   ; 2.2643278   ; 0.0185442
-63.4814048 ; 37.5255723  ; 8.0000000   ; 2.2680445   ; 0.0185194
-63.6100819 ; 37.6786258  ; 8.0000000   ; 2.2717178   ; 0.0182212
-63.7393179 ; 37.8312116  ; 8.0000000   ; 2.2753315   ; 0.0179230
-63.8690970 ; 37.9833307  ; 8.0000000   ; 2.2788795   ; 0.0175583
-63.9994111 ; 38.1349951  ; 8.0000000   ; 2.2823533   ; 0.0171872
-64.1302458 ; 38.2862109  ; 8.0000000   ; 2.2857531   ; 0.0168189
-64.2615873 ; 38.4369847  ; 8.0000000   ; 2.2890797   ; 0.0164541
-64.3934257 ; 38.5873273  ; 8.0000000   ; 2.2923334   ; 0.0160894
-64.5257452 ; 38.7372428  ; 8.0000000   ; 2.2955142   ; 0.0157249
-64.6585366 ; 38.8867428  ; 8.0000000   ; 2.2986221   ; 0.0153605
-64.7917865 ; 39.0358341  ; 8.0000000   ; 2.3016571   ; 0.0149964
-64.9254822 ; 39.1845246  ; 8.0000000   ; 2.3046194   ; 0.0146328
-65.0596137 ; 39.3328245  ; 8.0000000   ; 2.3075091   ; 0.0142693
-65.1941663 ; 39.4807396  ; 8.0000000   ; 2.3103261   ; 0.0139066
-65.3291305 ; 39.6282808  ; 8.0000000   ; 2.3130706   ; 0.0135441
-65.4644937 ; 39.7754559  ; 8.0000000   ; 2.3157426   ; 0.0131819
-65.6002440 ; 39.9222732  ; 8.0000000   ; 2.3183423   ; 0.0128201
-65.7363712 ; 40.0687431  ; 8.0000000   ; 2.3208696   ; 0.0124584
-65.8728616 ; 40.2148720  ; 8.0000000   ; 2.3233247   ; 0.0120973
-66.0097058 ; 40.3606712  ; 8.0000000   ; 2.3257076   ; 0.0117363
-66.1468918 ; 40.5061488  ; 8.0000000   ; 2.3280183   ; 0.0113756
-66.2844078 ; 40.6513135  ; 8.0000000   ; 2.3302569   ; 0.0110153
-66.4222444 ; 40.7961760  ; 8.0000000   ; 2.3324235   ; 0.0106551
-66.5603878 ; 40.9407431  ; 8.0000000   ; 2.3345181   ; 0.0102953
-66.6988295 ; 41.0850264  ; 8.0000000   ; 2.3365408   ; 0.0099357
-66.8375574 ; 41.2290343  ; 8.0000000   ; 2.3384916   ; 0.0095763
-66.9765604 ; 41.3727758  ; 8.0000000   ; 2.3403706   ; 0.0092173
-67.1158292 ; 41.5162620  ; 8.0000000   ; 2.3421778   ; 0.0088583
-67.2553504 ; 41.6594997  ; 8.0000000   ; 2.3439132   ; 0.0084999
-67.3951159 ; 41.8025011  ; 8.0000000   ; 2.3455771   ; 0.0081415
-67.5351138 ; 41.9452746  ; 8.0000000   ; 2.3471692   ; 0.0077833
-67.6753333 ; 42.0878296  ; 8.0000000   ; 2.3486897   ; 0.0074252
-67.8157656 ; 42.2301776  ; 8.0000000   ; 2.3501387   ; 0.0070671
-67.9563971 ; 42.3723251  ; 8.0000000   ; 2.3515161   ; 0.0067098
-68.0972204 ; 42.5142850  ; 8.0000000   ; 2.3528220   ; 0.0063525
-68.2382237 ; 42.6560658  ; 8.0000000   ; 2.3540566   ; 0.0059956
-68.3793963 ; 42.7976768  ; 8.0000000   ; 2.3552198   ; 0.0056392
-68.5207301 ; 42.9391301  ; 8.0000000   ; 2.3563118   ; 0.0052828
-68.6622110 ; 43.0804319  ; 8.0000000   ; 2.3573325   ; 0.0049271
-68.8038325 ; 43.2215956  ; 8.0000000   ; 2.3582822   ; 0.0045714
-68.9455828 ; 43.3626296  ; 8.0000000   ; 2.3591608   ; 0.0042162
-69.0874513 ; 43.5035434  ; 8.0000000   ; 2.3599684   ; 0.0038615
-69.2294302 ; 43.6443493  ; 8.0000000   ; 2.3607050   ; 0.0035068
-69.3715056 ; 43.7850533  ; 8.0000000   ; 2.3613709   ; 0.0031532
-69.5136711 ; 43.9256692  ; 8.0000000   ; 2.3619660   ; 0.0027996
-69.6559150 ; 44.0662052  ; 8.0000000   ; 2.3624905   ; 0.0024466
-69.7982271 ; 44.2066711  ; 8.0000000   ; 2.3629445   ; 0.0020943
-69.9405998 ; 44.3470790  ; 8.0000000   ; 2.3633281   ; 0.0017420
-70.0830189 ; 44.4874349  ; 8.0000000   ; 2.3636413   ; 0.0013912
-70.2254786 ; 44.6277528  ; 8.0000000   ; 2.3638845   ; 0.0010405
-70.3679673 ; 44.7680407  ; 8.0000000   ; 2.3640575   ; 0.0006907
-70.5104747 ; 44.9083084  ; 8.0000000   ; 2.3641608   ; 0.0003420
-70.6529935 ; 45.0485680  ; 8.0000000   ; 2.3641943   ; -0.0000068
-70.7955096 ; 45.1888255  ; 8.0000000   ; 2.3641583   ; -0.0003533
-70.9380174 ; 45.3290945  ; 8.0000000   ; 2.3640530   ; -0.0006998
-71.0805054 ; 45.4693832  ; 8.0000000   ; 2.3638785   ; -0.0010444
-71.2229634 ; 45.6097011  ; 8.0000000   ; 2.3636354   ; -0.0013869
-71.3653842 ; 45.7500601  ; 8.0000000   ; 2.3633239   ; -0.0017294
-71.5077541 ; 45.8904662  ; 7.9256879   ; 2.3629441   ; -0.0020691
-71.6500674 ; 46.0309325  ; 7.7876186   ; 2.3624964   ; -0.0024087
-71.7923129 ; 46.1714671  ; 7.6470439   ; 2.3619812   ; -0.0027395
-71.9344809 ; 46.3120792  ; 7.5037369   ; 2.3614013   ; -0.0030604
-72.0765640 ; 46.4527794  ; 7.3574473   ; 2.3607573   ; -0.0033813
-72.2185500 ; 46.5935739  ; 7.2079152   ; 2.3600478   ; -0.0037154
-72.3604326 ; 46.7344750  ; 7.0548709   ; 2.3592715   ; -0.0040498
-72.5021983 ; 46.8754913  ; 6.8994621   ; 2.3583597   ; -0.0058347
-72.6437967 ; 47.0166744  ; 6.7439104   ; 2.3568526   ; -0.0092394
-72.7851387 ; 47.1581236  ; 6.5877423   ; 2.3546648   ; -0.0126430
-72.9260704 ; 47.2999603  ; 6.4425613   ; 2.3508928   ; -0.0253269
-73.0662905 ; 47.4425175  ; 6.3081581   ; 2.3445360   ; -0.0382520
-73.2054188 ; 47.5861429  ; 6.1823826   ; 2.3356601   ; -0.0498142
-73.3431092 ; 47.7311426  ; 6.0630260   ; 2.3246911   ; -0.0599015
-73.4790551 ; 47.8777837  ; 5.9497643   ; 2.3117028   ; -0.0700079
-73.6129609 ; 48.0263419  ; 5.8422173   ; 2.2966977   ; -0.0800560
-73.7444378 ; 48.1769867  ; 5.7402328   ; 2.2796773   ; -0.0902066
-73.8732052 ; 48.3300140  ; 5.6437710   ; 2.2606095   ; -0.1005221
-73.9988785 ; 48.4856108  ; 5.5529339   ; 2.2394507   ; -0.1110859
-74.1209535 ; 48.6438158  ; 5.4678065   ; 2.2161809   ; -0.1218371
-74.2393340 ; 48.8052108  ; 5.3879159   ; 2.1907573   ; -0.1322381
-74.3532541 ; 48.9694650  ; 5.3135444   ; 2.1632598   ; -0.1429240
-74.4624855 ; 49.1369870  ; 5.2448496   ; 2.1335926   ; -0.1537194
-74.5665469 ; 49.3078422  ; 5.1821967   ; 2.1017439   ; -0.1647435
-74.6647424 ; 49.4817060  ; 5.1261815   ; 2.0677159   ; -0.1761171
-74.7570216 ; 49.6594298  ; 5.0770498   ; 2.0313235   ; -0.1874099
-74.8423908 ; 49.8401014  ; 5.0356999   ; 1.9927085   ; -0.1991156
-74.9205535 ; 50.0241499  ; 5.0032278   ; 1.9516880   ; -0.2112501
-74.9908872 ; 50.2113790  ; 4.9792295   ; 1.9081734   ; -0.2239246
-75.0526811 ; 50.4012856  ; 4.9553462   ; 1.8621578   ; -0.2369512
-75.1055071 ; 50.5942659  ; 4.9315776   ; 1.8133534   ; -0.2509274
-75.1485341 ; 50.7894172  ; 4.9079229   ; 1.7617803   ; -0.2651816
-75.1811524 ; 50.9865213  ; 4.8843817   ; 1.7073022   ; -0.2804877
-75.2026856 ; 51.1852274  ; 4.8609534   ; 1.6496597   ; -0.2961493
-75.2124269 ; 51.3848613  ; 4.8376375   ; 1.5889153   ; -0.3130538
-75.2096576 ; 51.5842192  ; 4.8144334   ; 1.5241135   ; -0.3366211
-75.1934172 ; 51.7839081  ; 4.7913406   ; 1.4544635   ; -0.3580153
-75.1630513 ; 51.9809958  ; 4.7683586   ; 1.3803425   ; -0.3883001
-75.1173737 ; 52.1756448  ; 4.7454869   ; 1.2990208   ; -0.4253655
-75.0551592 ; 52.3661480  ; 4.7227248   ; 1.2102984   ; -0.4480127
-74.9766536 ; 52.5495428  ; 4.7000719   ; 1.1230336   ; -0.4277556
-74.8823336 ; 52.7263196  ; 4.6775277   ; 1.0387397   ; -0.4146156
-74.7739223 ; 52.8943421  ; 4.6550916   ; 0.9576209   ; -0.3928545
-74.6526762 ; 53.0533038  ; 4.6327631   ; 0.8815903   ; -0.3680928
-74.5199514 ; 53.2030236  ; 4.6105417   ; 0.8101139   ; -0.3466218
-74.3772762 ; 53.3430868  ; 4.5884269   ; 0.7428993   ; -0.3258394
-74.2257808 ; 53.4735580  ; 4.5664182   ; 0.6796826   ; -0.3067736
-74.0665043 ; 53.5945377  ; 4.5445150   ; 0.6200928   ; -0.2889202
-73.9005408 ; 53.7060904  ; 4.5225058   ; 0.5640714   ; -0.2714597
-73.7288972 ; 53.8083965  ; 4.5088846   ; 0.5114738   ; -0.2551324
-73.5519891 ; 53.9019575  ; 4.5118772   ; 0.4620054   ; -0.2392284
-73.3710405 ; 53.9868390  ; 4.5287851   ; 0.4157438   ; -0.2237460
-73.1863854 ; 54.0635792  ; 4.5574403   ; 0.3724915   ; -0.2089094
-72.9986412 ; 54.1325557  ; 4.5959030   ; 0.3321722   ; -0.1942466
-72.8086358 ; 54.1941024  ; 4.6430314   ; 0.2948194   ; -0.1798269
-72.6161233 ; 54.2488974  ; 4.6978738   ; 0.2602537   ; -0.1655151
-72.4221693 ; 54.2972233  ; 4.7598170   ; 0.2286027   ; -0.1511700
-72.2268054 ; 54.3396755  ; 4.8285450   ; 0.1998345   ; -0.1363197
-72.0302695 ; 54.3768052  ; 4.9043195   ; 0.1741258   ; -0.1207243
-71.8331116 ; 54.4091459  ; 4.9877230   ; 0.1515683   ; -0.1050746
-71.6350416 ; 54.4373812  ; 5.0787427   ; 0.1321726   ; -0.0887596
-71.4366558 ; 54.4620772  ; 5.1780897   ; 0.1160710   ; -0.0723066
-71.2379284 ; 54.4838999  ; 5.2860326   ; 0.1031370   ; -0.0586206
-71.0388993 ; 54.5033911  ; 5.3999483   ; 0.0924485   ; -0.0482623
-70.8397827 ; 54.5209530  ; 5.5167434   ; 0.0838411   ; -0.0378521
-70.6404417 ; 54.5369594  ; 5.6370112   ; 0.0764344   ; -0.0366614
-70.4410240 ; 54.5515014  ; 5.7510997   ; 0.0691777   ; -0.0359224
-70.2415092 ; 54.5646114  ; 5.8591603   ; 0.0620927   ; -0.0346721
-70.0418932 ; 54.5763399  ; 5.9623637   ; 0.0553455   ; -0.0328123
-69.8422108 ; 54.5867582  ; 6.0619223   ; 0.0489706   ; -0.0309514
-69.6424596 ; 54.5959397  ; 6.1582616   ; 0.0429485   ; -0.0292907
-69.4426619 ; 54.6039509  ; 6.2515155   ; 0.0372565   ; -0.0276417
-69.2428221 ; 54.6108576  ; 6.3420102   ; 0.0318932   ; -0.0260113
-69.0429474 ; 54.6167249  ; 6.4300280   ; 0.0268530   ; -0.0244013
-68.8430528 ; 54.6216167  ; 6.5158186   ; 0.0221348   ; -0.0227913
-68.6431297 ; 54.6255963  ; 6.5996315   ; 0.0177175   ; -0.0213993
-68.4431962 ; 54.6287204  ; 6.6814089   ; 0.0135767   ; -0.0200180
-68.2432516 ; 54.6310436  ; 6.7613485   ; 0.0096967   ; -0.0189739
-68.0432977 ; 54.6326075  ; 6.8391929   ; 0.0059666   ; -0.0183343
-67.8433432 ; 54.6334383  ; 6.9145803   ; 0.0023645   ; -0.0176944
-67.6433834 ; 54.6335595  ; 6.9876907   ; 6.2820427   ; -0.0173994
-67.4434256 ; 54.6329851  ; 7.0582116   ; 6.2785914   ; -0.0171203
-67.2434712 ; 54.6317260  ; 7.1262806   ; 6.2751927   ; -0.0169127
-67.0435216 ; 54.6297905  ; 7.1919444   ; 6.2718231   ; -0.0167906
-66.8435792 ; 54.6271838  ; 7.2552192   ; 6.2684778   ; -0.0166686
-66.6436469 ; 54.6239107  ; 7.3162348   ; 6.2651589   ; -0.0165260
-66.4437265 ; 54.6199770  ; 7.3751416   ; 6.2618688   ; -0.0163827
-66.2438198 ; 54.6153884  ; 7.4320516   ; 6.2586073   ; -0.0162369
-66.0439291 ; 54.6101508  ; 7.4870719   ; 6.2553755   ; -0.0160880
-65.8440570 ; 54.6042702  ; 7.5403033   ; 6.2521734   ; -0.0159393
-65.6442039 ; 54.5977526  ; 7.5918353   ; 6.2490010   ; -0.0157914
-65.4443728 ; 54.5906039  ; 7.6417506   ; 6.2458581   ; -0.0156435
-65.2445649 ; 54.5828303  ; 7.6901277   ; 6.2427449   ; -0.0154945
-65.0447819 ; 54.5744375  ; 7.7370421   ; 6.2396617   ; -0.0153441
-64.8450259 ; 54.5654319  ; 7.7825651   ; 6.2366085   ; -0.0151938
-64.6452977 ; 54.5558194  ; 7.8267613   ; 6.2335855   ; -0.0150423
-64.4455997 ; 54.5456062  ; 7.8696939   ; 6.2305928   ; -0.0148908
-64.2459330 ; 54.5347985  ; 7.9114204   ; 6.2276304   ; -0.0147387
-64.0462988 ; 54.5234023  ; 7.9519963   ; 6.2246986   ; -0.0145857
-63.8466990 ; 54.5114240  ; 7.9914741   ; 6.2217973   ; -0.0144329
-63.6471342 ; 54.4988696  ; 8.0000000   ; 6.2189268   ; -0.0142787
-63.4476063 ; 54.4857456  ; 8.0000000   ; 6.2160870   ; -0.0141246
-63.2481162 ; 54.4720580  ; 8.0000000   ; 6.2132781   ; -0.0139700
-63.0486650 ; 54.4578133  ; 8.0000000   ; 6.2105002   ; -0.0138146
-62.8492544 ; 54.4430176  ; 8.0000000   ; 6.2077533   ; -0.0136594
-62.6498842 ; 54.4276774  ; 8.0000000   ; 6.2050377   ; -0.0135029
-62.4505567 ; 54.4117989  ; 8.0000000   ; 6.2023533   ; -0.0133465
-62.2512721 ; 54.3953885  ; 8.0000000   ; 6.1997002   ; -0.0131895
-62.0520313 ; 54.3784525  ; 8.0000000   ; 6.1970786   ; -0.0130318
-61.8528359 ; 54.3609975  ; 8.0000000   ; 6.1944885   ; -0.0128742
-61.6536853 ; 54.3430297  ; 8.0000000   ; 6.1919301   ; -0.0127154
-61.4545815 ; 54.3245557  ; 8.0000000   ; 6.1894034   ; -0.0125566
-61.2555247 ; 54.3055817  ; 8.0000000   ; 6.1869085   ; -0.0123972
-61.0565152 ; 54.2861144  ; 8.0000000   ; 6.1844456   ; -0.0122371
-60.8575547 ; 54.2661603  ; 8.0000000   ; 6.1820147   ; -0.0120771
-60.6586420 ; 54.2457256  ; 8.0000000   ; 6.1796159   ; -0.0119157
-60.4597792 ; 54.2248171  ; 8.0000000   ; 6.1772494   ; -0.0117544
-60.2609659 ; 54.2034413  ; 8.0000000   ; 6.1749151   ; -0.0115924
-60.0622025 ; 54.1816046  ; 8.0000000   ; 6.1726134   ; -0.0114297
-59.8634902 ; 54.1593138  ; 8.0000000   ; 6.1703442   ; -0.0112671
-59.6648276 ; 54.1365753  ; 8.0000000   ; 6.1681076   ; -0.0111030
-59.4662167 ; 54.1133958  ; 8.0000000   ; 6.1659039   ; -0.0109389
-59.2676568 ; 54.0897820  ; 8.0000000   ; 6.1637330   ; -0.0107741
-59.0691480 ; 54.0657404  ; 8.0000000   ; 6.1615951   ; -0.0106085
-58.8706915 ; 54.0412779  ; 8.0000000   ; 6.1594904   ; -0.0104430
-58.6722852 ; 54.0164008  ; 8.0000000   ; 6.1574190   ; -0.0102757
-58.4739313 ; 53.9911163  ; 8.0000000   ; 6.1553810   ; -0.0101084
-58.2756288 ; 53.9654309  ; 8.0000000   ; 6.1533765   ; -0.0099406
-58.0773775 ; 53.9393513  ; 8.0000000   ; 6.1514056   ; -0.0097721
-57.8791782 ; 53.9128845  ; 8.0000000   ; 6.1494685   ; -0.0096036
-57.6810290 ; 53.8860370  ; 8.0000000   ; 6.1475650   ; -0.0094352
-57.4829316 ; 53.8588157  ; 8.0000000   ; 6.1456951   ; -0.0092668
-57.2848847 ; 53.8312275  ; 8.0000000   ; 6.1438590   ; -0.0090987
-57.0868882 ; 53.8032789  ; 8.0000000   ; 6.1420564   ; -0.0089308
-56.8889428 ; 53.7749769  ; 8.0000000   ; 6.1402874   ; -0.0087630
