#x_m        ; y_m         ; vx_mps      ; psi_rad
-58.4418883 ; 30.5666580  ; 8.0000000   ; 2.1365217
-58.5492763 ; 30.7353330  ; 8.0000000   ; 2.1389510
-58.6570766 ; 30.9037455  ; 8.0000000   ; 2.1414095
-58.7652931 ; 31.0718911  ; 8.0000000   ; 2.1438973
-58.8739296 ; 31.2397647  ; 8.0000000   ; 2.1464144
-58.9829915 ; 31.4073637  ; 8.0000000   ; 2.1489609
-59.0924815 ; 31.5746817  ; 8.0000000   ; 2.1515366
-59.2024050 ; 31.7417162  ; 8.0000000   ; 2.1541417
-59.3127658 ; 31.9084623  ; 8.0000000   ; 2.1567761
-59.4235674 ; 32.0749147  ; 8.0000000   ; 2.1594399
-59.5348153 ; 32.2410709  ; 8.0000000   ; 2.1621331
-59.6465118 ; 32.4069239  ; 8.0000000   ; 2.1648557
-59.7586624 ; 32.5724713  ; 8.0000000   ; 2.1676077
-59.8712707 ; 32.7377080  ; 8.0000000   ; 2.1703891
-59.9843400 ; 32.9026283  ; 8.0000000   ; 2.1732000
-60.0978758 ; 33.0672298  ; 8.0000000   ; 2.1760404
-60.2118800 ; 33.2315049  ; 8.0000000   ; 2.1789103
-60.3263583 ; 33.3954514  ; 8.0000000   ; 2.1818098
-60.4413139 ; 33.5590637  ; 8.0000000   ; 2.1847389
-60.5567501 ; 33.7223360  ; 8.0000000   ; 2.1876978
-60.6726724 ; 33.8852657  ; 8.0000000   ; 2.1906866
-60.7890824 ; 34.0478448  ; 8.0000000   ; 2.1937054
-60.9059857 ; 34.2100710  ; 8.0000000   ; 2.1967545
-61.0233857 ; 34.3719382  ; 8.0000000   ; 2.1998339
-61.1412855 ; 34.5334406  ; 8.0000000   ; 2.2029438
-61.2596904 ; 34.6945752  ; 8.0000000   ; 2.2060843
-61.3786021 ; 34.8553336  ; 8.0000000   ; 2.2092557
-61.4980262 ; 35.0157132  ; 8.0000000   ; 2.2124580
-61.6179658 ; 35.1757077  ; 8.0000000   ; 2.2156913
-61.7384240 ; 35.3353110  ; 8.0000000   ; 2.2189559
-61.8594061 ; 35.4945196  ; 8.0000000   ; 2.2222518
-61.9809135 ; 35.6533252  ; 8.0000000   ; 2.2255792
-62.1029520 ; 35.8117245  ; 8.0000000   ; 2.2289382
-62.2255243 ; 35.9697111  ; 8.0000000   ; 2.2323289
-62.3486336 ; 36.1272787  ; 8.0000000   ; 2.2357516
-62.4722849 ; 36.2844230  ; 8.0000000   ; 2.2392064
-62.5964799 ; 36.4411359  ; 8.0000000   ; 2.2426932
-62.7212236 ; 36.5974136  ; 8.0000000   ; 2.2462121
-62.8465190 ; 36.7532494  ; 8.0000000   ; 2.2497636
-62.9723695 ; 36.9086365  ; 8.0000000   ; 2.2533513
-63.0987802 ; 37.0635695  ; 8.0000000   ; 2.2569760
-63.2257535 ; 37.2180400  ; 8.0000000   ; 2.2606358
-63.3532943 ; 37.3720433  ; 8.0000000   ; 2.2643278
-63.4814048 ; 37.5255723  ; 8.0000000   ; 2.2680445
-63.6100819 ; 37.6786258  ; 8.0000000   ; 2.2717178
-63.7393179 ; 37.8312116  ; 8.0000000   ; 2.2753315
-63.8690970 ; 37.9833307  ; 8.0000000   ; 2.2788795
-63.9994111 ; 38.1349951  ; 8.0000000   ; 2.2823533
-64.1302458 ; 38.2862109  ; 8.0000000   ; 2.2857531
-64.2615873 ; 38.4369847  ; 8.0000000   ; 2.2890797
-64.3934257 ; 38.5873273  ; 8.0000000   ; 2.2923334
-64.5257452 ; 38.7372428  ; 8.0000000   ; 2.2955142
-64.6585366 ; 38.8867428  ; 8.0000000   ; 2.2986221
-64.7917865 ; 39.0358341  ; 8.0000000   ; 2.3016571
-64.9254822 ; 39.1845246  ; 8.0000000   ; 2.3046194
-65.0596137 ; 39.3328245  ; 8.0000000   ; 2.3075091
-65.1941663 ; 39.4807396  ; 8.0000000   ; 2.3103261
-65.3291305 ; 39.6282808  ; 8.0000000   ; 2.3130706
-65.4644937 ; 39.7754559  ; 8.0000000   ; 2.3157426
-65.6002440 ; 39.9222732  ; 8.0000000   ; 2.3183423
-65.7363712 ; 40.0687431  ; 8.0000000   ; 2.3208696
-65.8728616 ; 40.2148720  ; 8.0000000   ; 2.3233247
-66.0097058 ; 40.3606712  ; 8.0000000   ; 2.3257076
-66.1468918 ; 40.5061488  ; 8.0000000   ; 2.3280183
-66.2844078 ; 40.6513135  ; 8.0000000   ; 2.3302569
-66.4222444 ; 40.7961760  ; 8.0000000   ; 2.3324235
-66.5603878 ; 40.9407431  ; 8.0000000   ; 2.3345181
-66.6988295 ; 41.0850264  ; 8.0000000   ; 2.3365408
-66.8375574 ; 41.2290343  ; 8.0000000   ; 2.3384916
-66.9765604 ; 41.3727758  ; 8.0000000   ; 2.3403706
-67.1158292 ; 41.5162620  ; 8.0000000   ; 2.3421778
-67.2553504 ; 41.6594997  ; 8.0000000   ; 2.3439132
-67.3951159 ; 41.8025011  ; 8.0000000   ; 2.3455771
-67.5351138 ; 41.9452746  ; 8.0000000   ; 2.3471692
-67.6753333 ; 42.0878296  ; 8.0000000   ; 2.3486897
-67.8157656 ; 42.2301776  ; 8.0000000   ; 2.3501387
-67.9563971 ; 42.3723251  ; 8.0000000   ; 2.3515161
-68.0972204 ; 42.5142850  ; 8.0000000   ; 2.3528220
-68.2382237 ; 42.6560658  ; 8.0000000   ; 2.3540566
-68.3793963 ; 42.7976768  ; 8.0000000   ; 2.3552198
-68.5207301 ; 42.9391301  ; 8.0000000   ; 2.3563118
-68.6622110 ; 43.0804319  ; 8.0000000   ; 2.3573325
-68.8038325 ; 43.2215956  ; 8.0000000   ; 2.3582822
-68.9455828 ; 43.3626296  ; 8.0000000   ; 2.3591608
-69.0874513 ; 43.5035434  ; 8.0000000   ; 2.3599684
-69.2294302 ; 43.6443493  ; 8.0000000   ; 2.3607050
-69.3715056 ; 43.7850533  ; 8.0000000   ; 2.3613709
-69.5136711 ; 43.9256692  ; 8.0000000   ; 2.3619660
-69.6559150 ; 44.0662052  ; 8.0000000   ; 2.3624905
-69.7982271 ; 44.2066711  ; 8.0000000   ; 2.3629445
-69.9405998 ; 44.3470790  ; 8.0000000   ; 2.3633281
-70.0830189 ; 44.4874349  ; 8.0000000   ; 2.3636413
-70.2254786 ; 44.6277528  ; 8.0000000   ; 2.3638845
-70.3679673 ; 44.7680407  ; 8.0000000   ; 2.3640575
-70.5104747 ; 44.9083084  ; 8.0000000   ; 2.3641608
-70.6529935 ; 45.0485680  ; 8.0000000   ; 2.3641943
-70.7955096 ; 45.1888255  ; 8.0000000   ; 2.3641583
-70.9380174 ; 45.3290945  ; 8.0000000   ; 2.3640530
-71.0805054 ; 45.4693832  ; 8.0000000   ; 2.3638785
-71.2229634 ; 45.6097011  ; 8.0000000   ; 2.3636354
-71.3653842 ; 45.7500601  ; 8.0000000   ; 2.3633239
-71.5077541 ; 45.8904662  ; 7.9256879   ; 2.3629441
-71.6500674 ; 46.0309325  ; 7.7876186   ; 2.3624964
-71.7923129 ; 46.1714671  ; 7.6470439   ; 2.3619812
-71.9344809 ; 46.3120792  ; 7.5037369   ; 2.3614013
-72.0765640 ; 46.4527794  ; 7.3574473   ; 2.3607573
-72.2185500 ; 46.5935739  ; 7.2079152   ; 2.3600478
-72.3604326 ; 46.7344750  ; 7.0548709   ; 2.3592715
-72.5021983 ; 46.8754913  ; 6.8994621   ; 2.3583597
-72.6437967 ; 47.0166744  ; 6.7439104   ; 2.3568526
-72.7851387 ; 47.1581236  ; 6.5877423   ; 2.3546648
-72.9260704 ; 47.2999603  ; 6.4425613   ; 2.3508928
-73.0662905 ; 47.4425175  ; 6.3081581   ; 2.3445360
-73.2054188 ; 47.5861429  ; 6.1823826   ; 2.3356601
-73.3431092 ; 47.7311426  ; 6.0630260   ; 2.3246911
-73.4790551 ; 47.8777837  ; 5.9497643   ; 2.3117028
-73.6129609 ; 48.0263419  ; 5.8422173   ; 2.2966977
-73.7444378 ; 48.1769867  ; 5.7402328   ; 2.2796773
-73.8732052 ; 48.3300140  ; 5.6437710   ; 2.2606095
-73.9988785 ; 48.4856108  ; 5.5529339   ; 2.2394507
-74.1209535 ; 48.6438158  ; 5.4678065   ; 2.2161809
-74.2393340 ; 48.8052108  ; 5.3879159   ; 2.1907573
-74.3532541 ; 48.9694650  ; 5.3135444   ; 2.1632598
-74.4624855 ; 49.1369870  ; 5.2448496   ; 2.1335926
-74.5665469 ; 49.3078422  ; 5.1821967   ; 2.1017439
-74.6647424 ; 49.4817060  ; 5.1261815   ; 2.0677159
-74.7570216 ; 49.6594298  ; 5.0770498   ; 2.0313235
-74.8423908 ; 49.8401014  ; 5.0356999   ; 1.9927085
-74.9205535 ; 50.0241499  ; 5.0032278   ; 1.9516880
-74.9908872 ; 50.2113790  ; 4.9792295   ; 1.9081734
-75.0526811 ; 50.4012856  ; 4.9553462   ; 1.8621578
-75.1055071 ; 50.5942659  ; 4.9315776   ; 1.8133534
-75.1485341 ; 50.7894172  ; 4.9079229   ; 1.7617803
-75.1811524 ; 50.9865213  ; 4.8843817   ; 1.7073022
-75.2026856 ; 51.1852274  ; 4.8609534   ; 1.6496597
-75.2124269 ; 51.3848613  ; 4.8376375   ; 1.5889153
-75.2096576 ; 51.5842192  ; 4.8144334   ; 1.5241135
-75.1934172 ; 51.7839081  ; 4.7913406   ; 1.4544635
-75.1630513 ; 51.9809958  ; 4.7683586   ; 1.3803425
-75.1173737 ; 52.1756448  ; 4.7454869   ; 1.2990208
-75.0551592 ; 52.3661480  ; 4.7227248   ; 1.2102984
-74.9766536 ; 52.5495428  ; 4.7000719   ; 1.1230336
-74.8823336 ; 52.7263196  ; 4.6775277   ; 1.0387397
-74.7739223 ; 52.8943421  ; 4.6550916   ; 0.9576209
-74.6526762 ; 53.0533038  ; 4.6327631   ; 0.8815903
-74.5199514 ; 53.2030236  ; 4.6105417   ; 0.8101139
-74.3772762 ; 53.3430868  ; 4.5884269   ; 0.7428993
-74.2257808 ; 53.4735580  ; 4.5664182   ; 0.6796826
-74.0665043 ; 53.5945377  ; 4.5445150   ; 0.6200928
-73.9005408 ; 53.7060904  ; 4.5225058   ; 0.5640714
-73.7288972 ; 53.8083965  ; 4.5088846   ; 0.5114738
-73.5519891 ; 53.9019575  ; 4.5118772   ; 0.4620054
-73.3710405 ; 53.9868390  ; 4.5287851   ; 0.4157438
-73.1863854 ; 54.0635792  ; 4.5574403   ; 0.3724915
-72.9986412 ; 54.1325557  ; 4.5959030   ; 0.3321722
-72.8086358 ; 54.1941024  ; 4.6430314   ; 0.2948194
-72.6161233 ; 54.2488974  ; 4.6978738   ; 0.2602537
-72.4221693 ; 54.2972233  ; 4.7598170   ; 0.2286027
-72.2268054 ; 54.3396755  ; 4.8285450   ; 0.1998345
-72.0302695 ; 54.3768052  ; 4.9043195   ; 0.1741258
-71.8331116 ; 54.4091459  ; 4.9877230   ; 0.1515683
-71.6350416 ; 54.4373812  ; 5.0787427   ; 0.1321726
-71.4366558 ; 54.4620772  ; 5.1780897   ; 0.1160710
-71.2379284 ; 54.4838999  ; 5.2860326   ; 0.1031370
-71.0388993 ; 54.5033911  ; 5.3999483   ; 0.0924485
-70.8397827 ; 54.5209530  ; 5.5167434   ; 0.0838411
-70.6404417 ; 54.5369594  ; 5.6370112   ; 0.0764344
-70.4410240 ; 54.5515014  ; 5.7510997   ; 0.0691777
-70.2415092 ; 54.5646114  ; 5.8591603   ; 0.0620927
-70.0418932 ; 54.5763399  ; 5.9623637   ; 0.0553455
-69.8422108 ; 54.5867582  ; 6.0619223   ; 0.0489706
-69.6424596 ; 54.5959397  ; 6.1582616   ; 0.0429485
-69.4426619 ; 54.6039509  ; 6.2515155   ; 0.0372565
-69.2428221 ; 54.6108576  ; 6.3420102   ; 0.0318932
-69.0429474 ; 54.6167249  ; 6.4300280   ; 0.0268530
-68.8430528 ; 54.6216167  ; 6.5158186   ; 0.0221348
-68.6431297 ; 54.6255963  ; 6.5996315   ; 0.0177175
-68.4431962 ; 54.6287204  ; 6.6814089   ; 0.0135767
-68.2432516 ; 54.6310436  ; 6.7613485   ; 0.0096967
-68.0432977 ; 54.6326075  ; 6.8391929   ; 0.0059666
-67.8433432 ; 54.6334383  ; 6.9145803   ; 0.0023645
-67.6433834 ; 54.6335595  ; 6.9876907   ; 6.2820427
-67.4434256 ; 54.6329851  ; 7.0582116   ; 6.2785914
-67.2434712 ; 54.6317260  ; 7.1262806   ; 6.2751927
-67.0435216 ; 54.6297905  ; 7.1919444   ; 6.2718231
-66.8435792 ; 54.6271838  ; 7.2552192   ; 6.2684778
-66.6436469 ; 54.6239107  ; 7.3162348   ; 6.2651589
-66.4437265 ; 54.6199770  ; 7.3751416   ; 6.2618688
-66.2438198 ; 54.6153884  ; 7.4320516   ; 6.2586073
-66.0439291 ; 54.6101508  ; 7.4870719   ; 6.2553755
-65.8440570 ; 54.6042702  ; 7.5403033   ; 6.2521734
-65.6442039 ; 54.5977526  ; 7.5918353   ; 6.2490010
-65.4443728 ; 54.5906039  ; 7.6417506   ; 6.2458581
-65.2445649 ; 54.5828303  ; 7.6901277   ; 6.2427449
-65.0447819 ; 54.5744375  ; 7.7370421   ; 6.2396617
-64.8450259 ; 54.5654319  ; 7.7825651   ; 6.2366085
-64.6452977 ; 54.5558194  ; 7.8267613   ; 6.2335855
-64.4455997 ; 54.5456062  ; 7.8696939   ; 6.2305928
-64.2459330 ; 54.5347985  ; 7.9114204   ; 6.2276304
-64.0462988 ; 54.5234023  ; 7.9519963   ; 6.2246986
-63.8466990 ; 54.5114240  ; 7.9914741   ; 6.2217973
-63.6471342 ; 54.4988696  ; 8.0000000   ; 6.2189268
-63.4476063 ; 54.4857456  ; 8.0000000   ; 6.2160870
-63.2481162 ; 54.4720580  ; 8.0000000   ; 6.2132781
-63.0486650 ; 54.4578133  ; 8.0000000   ; 6.2105002
-62.8492544 ; 54.4430176  ; 8.0000000   ; 6.2077533
-62.6498842 ; 54.4276774  ; 8.0000000   ; 6.2050377
-62.4505567 ; 54.4117989  ; 8.0000000   ; 6.2023533
-62.2512721 ; 54.3953885  ; 8.0000000   ; 6.1997002
-62.0520313 ; 54.3784525  ; 8.0000000   ; 6.1970786
-61.8528359 ; 54.3609975  ; 8.0000000   ; 6.1944885
-61.6536853 ; 54.3430297  ; 8.0000000   ; 6.1919301
-61.4545815 ; 54.3245557  ; 8.0000000   ; 6.1894034
-61.2555247 ; 54.3055817  ; 8.0000000   ; 6.1869085
-61.0565152 ; 54.2861144  ; 8.0000000   ; 6.1844456
-60.8575547 ; 54.2661603  ; 8.0000000   ; 6.1820147
-60.6586420 ; 54.2457256  ; 8.0000000   ; 6.1796159
-60.4597792 ; 54.2248171  ; 8.0000000   ; 6.1772494
-60.2609659 ; 54.2034413  ; 8.0000000   ; 6.1749151
-60.0622025 ; 54.1816046  ; 8.0000000   ; 6.1726134
-59.8634902 ; 54.1593138  ; 8.0000000   ; 6.1703442
-59.6648276 ; 54.1365753  ; 8.0000000   ; 6.1681076
-59.4662167 ; 54.1133958  ; 8.0000000   ; 6.1659039
-59.2676568 ; 54.0897820  ; 8.0000000   ; 6.1637330
-59.0691480 ; 54.0657404  ; 8.0000000   ; 6.1615951
-58.8706915 ; 54.0412779  ; 8.0000000   ; 6.1594904
-58.6722852 ; 54.0164008  ; 8.0000000   ; 6.1574190
-58.4739313 ; 53.9911163  ; 8.0000000   ; 6.1553810
-58.2756288 ; 53.9654309  ; 8.0000000   ; 6.1533765
-58.0773775 ; 53.9393513  ; 8.0000000   ; 6.1514056
-57.8791782 ; 53.9128845  ; 8.0000000   ; 6.1494685
-57.6810290 ; 53.8860370  ; 8.0000000   ; 6.1475650
-57.4829316 ; 53.8588157  ; 8.0000000   ; 6.1456951
-57.2848847 ; 53.8312275  ; 8.0000000   ; 6.1438590
-57.0868882 ; 53.8032789  ; 8.0000000   ; 6.1420564
-56.8889428 ; 53.7749769  ; 8.0000000   ; 6.1402874
-56.6910461 ; 53.7463280  ; 8.0000000   ; 6.1385519
-56.4931996 ; 53.7173391  ; 8.0000000   ; 6.1368500
-56.2954021 ; 53.6880167  ; 8.0000000   ; 6.1351817
-56.0976530 ; 53.6583678  ; 8.0000000   ; 6.1335469
-55.8999530 ; 53.6283990  ; 8.0000000   ; 6.1319457
-55.7022995 ; 53.5981168  ; 8.0000000   ; 6.1303779
-55.5046941 ; 53.5675282  ; 8.0000000   ; 6.1288437
-55.3071351 ; 53.5366398  ; 8.0000000   ; 6.1273429
-55.1096220 ; 53.5054582  ; 8.0000000   ; 6.1258755
-54.9121550 ; 53.4739902  ; 8.0000000   ; 6.1244415
-54.7147317 ; 53.4422421  ; 8.0000000   ; 6.1230408
-54.5173533 ; 53.4102210  ; 8.0000000   ; 6.1216736
-54.3200182 ; 53.3779333  ; 8.0000000   ; 6.1203396
-54.1227255 ; 53.3453857  ; 8.0000000   ; 6.1190390
-53.9254756 ; 53.3125849  ; 8.0000000   ; 6.1177716
-53.7282657 ; 53.2795372  ; 8.0000000   ; 6.1165375
-53.5310970 ; 53.2462495  ; 8.0000000   ; 6.1153366
-53.3339676 ; 53.2127284  ; 8.0000000   ; 6.1141689
-53.1368767 ; 53.1789803  ; 8.0000000   ; 6.1130343
-52.9398244 ; 53.1450120  ; 8.0000000   ; 6.1119329
-52.7428081 ; 53.1108298  ; 8.0000000   ; 6.1108646
-52.5458285 ; 53.0764405  ; 8.0000000   ; 6.1098294
-52.3488838 ; 53.0418506  ; 8.0000000   ; 6.1088273
-52.1519732 ; 53.0070665  ; 8.0000000   ; 6.1078581
-51.9550964 ; 52.9720949  ; 8.0000000   ; 6.1069220
-51.7582509 ; 52.9369422  ; 8.0000000   ; 6.1060188
-51.5614374 ; 52.9016150  ; 8.0000000   ; 6.1051485
-51.3646538 ; 52.8661198  ; 8.0000000   ; 6.1043112
-51.1678994 ; 52.8304630  ; 8.0000000   ; 6.1035066
-50.9711737 ; 52.7946512  ; 8.0000000   ; 6.1027349
-50.7744742 ; 52.7586907  ; 8.0000000   ; 6.1019960
-50.5778013 ; 52.7225882  ; 8.0000000   ; 6.1012898
-50.3811533 ; 52.6863500  ; 8.0000000   ; 6.1006163
-50.1845289 ; 52.6499826  ; 8.0000000   ; 6.0999755
-49.9879279 ; 52.6134925  ; 8.0000000   ; 6.0993674
-49.7913476 ; 52.5768859  ; 8.0000000   ; 6.0987918
-49.5947885 ; 52.5401694  ; 8.0000000   ; 6.0982487
-49.3982485 ; 52.5033494  ; 8.0000000   ; 6.0977382
-49.2017267 ; 52.4664322  ; 8.0000000   ; 6.0972602
-49.0052224 ; 52.4294244  ; 8.0000000   ; 6.0968146
-48.8087332 ; 52.3923320  ; 8.0000000   ; 6.0964013
-48.6122594 ; 52.3551617  ; 8.0000000   ; 6.0960205
-48.4157989 ; 52.3179197  ; 8.0000000   ; 6.0956719
-48.2193507 ; 52.2806124  ; 8.0000000   ; 6.0953556
-48.0229143 ; 52.2432463  ; 8.0000000   ; 6.0950714
-47.8264871 ; 52.2058273  ; 8.0000000   ; 6.0948195
-47.6300693 ; 52.1683621  ; 8.0000000   ; 6.0945997
-47.4336589 ; 52.1308568  ; 8.0000000   ; 6.0944120
-47.2372548 ; 52.0933178  ; 8.0000000   ; 6.0942563
-47.0408566 ; 52.0557515  ; 8.0000000   ; 6.0941326
-46.8444615 ; 52.0181639  ; 8.0000000   ; 6.0940409
-46.6480699 ; 51.9805614  ; 8.0000000   ; 6.0939810
-46.4516798 ; 51.9429504  ; 8.0000000   ; 6.0939531
-46.2552900 ; 51.9053369  ; 8.0000000   ; 6.0939569
-46.0589001 ; 51.8677274  ; 8.0000000   ; 6.0939925
-45.8625072 ; 51.8301279  ; 8.0000000   ; 6.0940598
-45.6661120 ; 51.7925448  ; 8.0000000   ; 6.0941588
-45.4697121 ; 51.7549842  ; 8.0000000   ; 6.0942894
-45.2733067 ; 51.7174523  ; 8.0000000   ; 6.0944516
-45.0768953 ; 51.6799556  ; 8.0000000   ; 6.0946453
-44.8804749 ; 51.6424997  ; 8.0000000   ; 6.0948706
-44.6840463 ; 51.6050914  ; 8.0000000   ; 6.0951272
-44.4876073 ; 51.5677365  ; 8.0000000   ; 6.0954153
-44.2911567 ; 51.5304412  ; 8.0000000   ; 6.0957347
-44.0946945 ; 51.4932119  ; 8.0000000   ; 6.0960854
-43.8982174 ; 51.4560544  ; 8.0000000   ; 6.0964674
-43.7017265 ; 51.4189751  ; 8.0000000   ; 6.0968806
-43.5052193 ; 51.3819801  ; 8.0000000   ; 6.0973250
-43.3086950 ; 51.3450754  ; 8.0000000   ; 6.0978005
-43.1121535 ; 51.3082674  ; 8.0000000   ; 6.0983071
-42.9155914 ; 51.2715617  ; 8.0000000   ; 6.0988448
-42.7190100 ; 51.2349650  ; 8.0000000   ; 6.0994134
-42.5224070 ; 51.1984830  ; 8.0000000   ; 6.1000130
-42.3257813 ; 51.1621220  ; 8.0000000   ; 6.1006435
-42.1291333 ; 51.1258881  ; 8.0000000   ; 6.1013049
-41.9324591 ; 51.0897870  ; 8.0000000   ; 6.1019971
-41.7357606 ; 51.0538254  ; 8.0000000   ; 6.1027202
-41.5390352 ; 51.0180089  ; 8.0000000   ; 6.1034739
-41.3422821 ; 50.9823437  ; 8.0000000   ; 6.1042584
-41.1455018 ; 50.9468361  ; 8.0000000   ; 6.1050736
-40.9486901 ; 50.9114916  ; 8.0000000   ; 6.1059194
-40.7518495 ; 50.8763169  ; 8.0000000   ; 6.1067958
-40.5549770 ; 50.8413175  ; 8.0000000   ; 6.1077028
-40.3580722 ; 50.8064998  ; 8.0000000   ; 6.1086403
-40.1611356 ; 50.7718699  ; 8.0000000   ; 6.1096084
-39.9641629 ; 50.7374332  ; 8.0000000   ; 6.1106069
-39.7671570 ; 50.7031966  ; 8.0000000   ; 6.1116359
-39.5701149 ; 50.6691656  ; 8.0000000   ; 6.1126953
-39.3730361 ; 50.6353463  ; 8.0000000   ; 6.1137850
-39.1759215 ; 50.6017450  ; 8.0000000   ; 6.1149052
-38.9787665 ; 50.5683671  ; 8.0000000   ; 6.1160557
-38.7815745 ; 50.5352194  ; 8.0000000   ; 6.1172364
-38.5843424 ; 50.5023074  ; 8.0000000   ; 6.1184475
-38.3870698 ; 50.4696373  ; 8.0000000   ; 6.1196889
-38.1897579 ; 50.4372153  ; 8.0000000   ; 6.1209605
-37.9924020 ; 50.4050468  ; 8.0000000   ; 6.1222623
-37.7950057 ; 50.3731385  ; 8.0000000   ; 6.1235944
-37.5975658 ; 50.3414961  ; 8.0000000   ; 6.1249567
-37.4000824 ; 50.3101257  ; 8.0000000   ; 6.1263492
-37.2025566 ; 50.2790334  ; 8.0000000   ; 6.1277718
-37.0049838 ; 50.2482249  ; 8.0000000   ; 6.1292246
-36.8073679 ; 50.2177066  ; 8.0000000   ; 6.1307077
-36.6097057 ; 50.1874844  ; 8.0000000   ; 6.1322210
-36.4119974 ; 50.1575643  ; 8.0000000   ; 6.1337648
-36.2142441 ; 50.1279527  ; 8.0000000   ; 6.1353391
-36.0164418 ; 50.0986551  ; 8.0000000   ; 6.1369442
-35.8185939 ; 50.0696784  ; 8.0000000   ; 6.1385801
-35.6206977 ; 50.0410283  ; 8.0000000   ; 6.1402471
-35.4227535 ; 50.0127113  ; 8.0000000   ; 6.1419452
-35.2247623 ; 49.9847336  ; 8.0000000   ; 6.1436746
-35.0267205 ; 49.9571013  ; 8.0000000   ; 6.1454354
-34.8286316 ; 49.9298210  ; 8.0000000   ; 6.1472279
-34.6304930 ; 49.9028990  ; 8.0000000   ; 6.1490520
-34.4323052 ; 49.8763415  ; 8.0000000   ; 6.1509080
-34.2340689 ; 49.8501552  ; 8.0000000   ; 6.1527959
-34.0357815 ; 49.8243462  ; 8.0000000   ; 6.1547159
-33.8374458 ; 49.7989213  ; 8.0000000   ; 6.1566681
-33.6390598 ; 49.7738867  ; 8.0000000   ; 6.1586527
-33.4406242 ; 49.7492492  ; 8.0000000   ; 6.1606697
-33.2421398 ; 49.7250152  ; 8.0000000   ; 6.1627193
-33.0436044 ; 49.7011913  ; 8.0000000   ; 6.1648016
-32.8450203 ; 49.6777841  ; 8.0000000   ; 6.1669167
-32.6463864 ; 49.6548003  ; 8.0000000   ; 6.1690647
-32.4477032 ; 49.6322464  ; 8.0000000   ; 6.1712457
-32.2489715 ; 49.6101293  ; 8.0000000   ; 6.1734598
-32.0501900 ; 49.5884554  ; 8.0000000   ; 6.1757071
-31.8513607 ; 49.5672317  ; 8.0000000   ; 6.1779876
-31.6524829 ; 49.5464648  ; 8.0000000   ; 6.1803015
-31.4535572 ; 49.5261614  ; 8.0000000   ; 6.1826490
-31.2545843 ; 49.5063284  ; 8.0000000   ; 6.1850300
-31.0555640 ; 49.4869726  ; 8.0000000   ; 6.1874445
-30.8564975 ; 49.4681007  ; 8.0000000   ; 6.1898925
-30.6573851 ; 49.4497194  ; 8.0000000   ; 6.1923722
-30.4582275 ; 49.4318345  ; 8.0000000   ; 6.1948776
-30.2590256 ; 49.4144511  ; 8.0000000   ; 6.1974079
-30.0597810 ; 49.3975737  ; 8.0000000   ; 6.1999534
-29.8604927 ; 49.3812043  ; 8.0000000   ; 6.2025079
-29.6611648 ; 49.3653446  ; 8.0000000   ; 6.2050616
-29.4617967 ; 49.3499904  ; 8.0000000   ; 6.2075759
-29.2623882 ; 49.3351329  ; 8.0000000   ; 6.2100468
-29.0629490 ; 49.3207627  ; 8.0000000   ; 6.2124530
-28.8634718 ; 49.3068642  ; 8.0000000   ; 6.2147805
-28.6639654 ; 49.2934224  ; 8.0000000   ; 6.2170292
-28.4644298 ; 49.2804213  ; 8.0000000   ; 6.2191979
-28.2648644 ; 49.2678447  ; 8.0000000   ; 6.2212867
-28.0652776 ; 49.2556774  ; 8.0000000   ; 6.2232965
-27.8656643 ; 49.2439033  ; 8.0000000   ; 6.2252282
-27.6660307 ; 49.2325071  ; 8.0000000   ; 6.2270817
-27.4663766 ; 49.2214731  ; 8.0000000   ; 6.2288570
-27.2667017 ; 49.2107856  ; 8.0000000   ; 6.2305539
-27.0670127 ; 49.2004294  ; 8.0000000   ; 6.2321727
-26.8673047 ; 49.1903885  ; 8.0000000   ; 6.2337136
-26.6675834 ; 49.1806476  ; 8.0000000   ; 6.2351764
-26.4678482 ; 49.1711910  ; 8.0000000   ; 6.2365612
-26.2680989 ; 49.1620033  ; 8.0000000   ; 6.2378682
-26.0683410 ; 49.1530689  ; 8.0000000   ; 6.2390973
-25.8685701 ; 49.1443723  ; 8.0000000   ; 6.2402487
-25.6687911 ; 49.1358979  ; 8.0000000   ; 6.2413223
-25.4690032 ; 49.1276302  ; 8.0000000   ; 6.2423183
-25.2692058 ; 49.1195538  ; 8.0000000   ; 6.2432368
-25.0694042 ; 49.1116532  ; 8.0000000   ; 6.2440779
-24.8695940 ; 49.1039129  ; 8.0000000   ; 6.2448415
-24.6697796 ; 49.0963174  ; 8.0000000   ; 6.2455278
-24.4699601 ; 49.0888514  ; 8.0000000   ; 6.2461369
-24.2701349 ; 49.0814993  ; 8.0000000   ; 6.2466689
-24.0703087 ; 49.0742459  ; 8.0000000   ; 6.2471237
-23.8704773 ; 49.0670757  ; 8.0000000   ; 6.2475016
-23.6706447 ; 49.0599733  ; 8.0000000   ; 6.2478025
-23.4708100 ; 49.0529233  ; 8.0000000   ; 6.2480267
-23.2709728 ; 49.0459105  ; 8.0000000   ; 6.2481741
-23.0711370 ; 49.0389195  ; 8.0000000   ; 6.2482449
-22.8712991 ; 49.0319349  ; 8.0000000   ; 6.2482391
-22.6714626 ; 49.0249416  ; 8.0000000   ; 6.2481570
-22.4716268 ; 49.0179243  ; 8.0000000   ; 6.2479986
